tipo;estado;canal_entrada;fecha_entrada;fecha_contestacion;consejeria;unidad_descripcion;tema;subtema
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-11-22 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;GESTIÓN DEL TRANSPORTE
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-18 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-18 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Contestada al Ciudadano;INTERNET;2024-10-14 00:00:00.0;2024-10-24 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Cancelada;INTERNET;2024-10-15 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Cancelada;INTERNET;2024-10-15 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;ATENCIÓN AL CIUDADANO;Sin valor
Queja;Recepcionada por Unidad;INTERNET;2024-10-15 00:00:00.0;;Consejería de Medio Ambiente, Agricultura e Interior;DG DE BIODIVERSIDAD Y RECURSOS NATURALES;MEDIO AMBIENTE;ENTORNO NATURAL
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-28 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;INTERCAMBIADORES
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-12-17 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-24 00:00:00.0;;;OTROS;Canal de Isabel II
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-16 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Recursos Humanos;EDUCACIÓN;PROFESORADO
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-11-18 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;CITA SANITARIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2025-02-03 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-15 00:00:00.0;2024-10-21 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Recepcionada por Unidad;INTERNET;2024-10-15 00:00:00.0;;Consejería de Vivienda, Transportes e Infraestructuras;Agencia de Vivienda Social;VIVIENDA;FIANZAS
Queja;Contestada al Ciudadano;LLAMADAS 012;2024-10-15 00:00:00.0;2024-11-07 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;GESTIÓN DEL TRANSPORTE
Sugerencia;Contestada al Ciudadano;PRESENCIAL;2024-10-15 00:00:00.0;2025-01-21 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-15 00:00:00.0;2025-02-04 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-15 00:00:00.0;2024-10-30 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-25 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-31 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-28 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Recursos Humanos;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-15 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;AYUDAS
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-29 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;SERVICIO 012;ATENCIÓN AL CIUDADANO;TELÉFONO 012
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-25 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-12-30 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-12-17 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Recepcionada por Unidad;CORREO ORDINARIO;2024-10-15 00:00:00.0;;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;SELLADO DEMANDA DE EMPLEO
Agradecimiento;Cancelada;PRESENCIAL;2024-10-15 00:00:00.0;;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Agradecimiento;Cancelada;PRESENCIAL;2024-10-15 00:00:00.0;;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Agradecimiento;Cancelada;PRESENCIAL;2024-10-15 00:00:00.0;;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Agradecimiento;Cancelada;PRESENCIAL;2024-10-15 00:00:00.0;;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2025-01-14 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Queja;Recepcionada por Unidad;PRESENCIAL;2024-10-15 00:00:00.0;;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Transportes;TRANSPORTES;GESTIÓN DEL TRANSPORTE
Queja;Recepcionada por Unidad;PRESENCIAL;2024-10-15 00:00:00.0;;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Transportes;TRANSPORTES;GESTIÓN DEL TRANSPORTE
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-15 00:00:00.0;2024-12-19 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Carreteras;TRANSPORTES;CARRETERAS
Queja;Enviada a Otra Administración;INTERNET;2024-10-15 00:00:00.0;;Consejería de Familia, Juventud y Asuntos Sociales;;EDUCACIÓN;INFANTIL Y PRIMARIA
Queja;Recepcionada por Unidad;INTERNET;2024-10-15 00:00:00.0;;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;CITA SANITARIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-15 00:00:00.0;2024-10-21 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Enviada a Otra Administración;LLAMADAS 012;2024-10-15 00:00:00.0;;;;OTROS;OTROS
Sugerencia;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-17 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;AYUDAS
Queja;Enviada a Otra Administración;INTERNET;2024-10-15 00:00:00.0;;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-15 00:00:00.0;2024-10-25 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Tributos;ATENCIÓN AL CONTRIBUYENTE;INFORMACIÓN Y ATENCIÓN AL CONTRIBUYENTE 
Queja;Enviada a Otra Administración;INTERNET;2024-10-15 00:00:00.0;;Consejería de Economía, Hacienda y Empleo;;ATENCIÓN AL CONTRIBUYENTE;OTROS
Queja;Contestada al Ciudadano;LLAMADAS 012;2024-10-15 00:00:00.0;2024-10-17 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-17 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;AYUDAS
Queja;Enviada a Otra Administración;INTERNET;2024-10-15 00:00:00.0;;Consejería de Medio Ambiente, Agricultura e Interior;;MEDIO AMBIENTE;RESIDUOS
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-12-19 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Recepcionada por Unidad;INTERNET;2024-10-15 00:00:00.0;;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-31 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Universidades;EDUCACIÓN;UNIVERSIDAD
Queja;Cancelada;INTERNET;2024-10-15 00:00:00.0;;Consejería de Educación, Universidades, Ciencia y Portavocía;;EDUCACIÓN;UNIVERSIDAD
Queja;Cancelada;INTERNET;2024-10-15 00:00:00.0;;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-15 00:00:00.0;2024-10-21 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;INFANTIL Y PRIMARIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-12-27 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-28 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;CITA SANITARIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-11-04 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-11-06 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid-Sur;EDUCACIÓN;INFANTIL Y PRIMARIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-24 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-30 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Comercio, Consumo y Servicios;CONSUMO;N/A
Agradecimiento;Cancelada;INTERNET;2024-10-15 00:00:00.0;;Consorcio Regional de Transportes;;TRANSPORTES;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-11-04 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Agradecimiento;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-11-12 00:00:00.0;Consejería de Digitalización;Viceconsejería de Digitalización;DIGITALIZACIÓN ADMINISTRATIVA;N/A
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-23 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Queja;Contestada al Ciudadano;INTERNET;2024-10-15 00:00:00.0;2024-10-17 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;AUTORIZACIÓN DE CENTROS SANITARIOS (tramitación administrativa)
Queja;Enviada a Otra Administración;INTERNET;2024-10-15 00:00:00.0;;Consejería de Medio Ambiente, Agricultura e Interior;;EMERGENCIAS 112;N/A
Queja;Cancelada;INTERNET;2024-10-16 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-21 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;FORMACIÓN PROFESIONAL
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-16 00:00:00.0;2024-10-31 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2025-01-21 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-22 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-22 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;METRO 
Queja;Contestada al Ciudadano;PRESENCIAL;2024-10-16 00:00:00.0;2024-11-15 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2025-01-21 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-17 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;AYUDAS
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-12-03 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Recursos Humanos;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Queja;Cancelada;INTERNET;2024-10-16 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Cancelada;INTERNET;2024-10-16 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-17 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;AYUDAS
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2025-02-04 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;;JUSTICIA;OTROS
Queja;Cancelada;INTERNET;2024-10-16 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Cancelada;INTERNET;2024-10-16 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-17 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;AYUDAS
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-11-04 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;;EDUCACIÓN;CENTROS EDUCATIVOS
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-30 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid-Sur;EDUCACIÓN;INFANTIL Y PRIMARIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-21 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;INFANTIL Y PRIMARIA
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-11-04 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Educación Concertada, Becas y Ayudas al Estudio;EDUCACIÓN;BECAS, AYUDAS Y SUBVENCIONES
Queja;Recepcionada por Unidad;INTERNET;2024-10-16 00:00:00.0;;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Carreteras;TRANSPORTES;CARRETERAS
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-25 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Tributos;ATENCIÓN AL CONTRIBUYENTE;DEVOLUCIÓN DE INGRESOS
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-12-02 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;OTROS
Queja;Recepcionada por Unidad;INTERNET;2024-10-16 00:00:00.0;;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Carreteras;TRANSPORTES;CARRETERAS
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-11-07 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Deportes;DEPORTES;PROGRAMA ENFORMA
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-28 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-11-22 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-22 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Educación Infantil Y Primaria;EDUCACIÓN;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-22 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Formación;EMPLEO;EMPLEO
Queja;Recepcionada por Unidad;INTERNET;2024-10-16 00:00:00.0;;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Carreteras;TRANSPORTES;CARRETERAS
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-21 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;INFANTIL Y PRIMARIA
Agradecimiento;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-28 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;SALUD PÚBLICA
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-22 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Sugerencia;Enviada a Otra Administración;INTERNET;2024-10-16 00:00:00.0;;;;OTROS;Canal de Isabel II
Sugerencia;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2025-01-20 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;INFRAESTRUCTURAS (CENTROS DE SALUD Y HOSPITALES)
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-25 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;TARIFAS, ABONOS Y TÍTULOS
Queja;Contestada al Ciudadano;INTERNET;2024-10-16 00:00:00.0;2024-10-25 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Recepcionada por Unidad;INTERNET;2024-10-16 00:00:00.0;;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Cancelada;INTERNET;2024-10-16 00:00:00.0;;Consorcio Regional de Transportes;;TRANSPORTES;METRO 
